OCCI,Compute Resource Templates Profile,{provider_specific_path}/small/,GET,https://redmine.ogf.org/attachments/218/resource_profile_crtp-1.1_v2.pdf
OCCI,Compute Resource Templates Profile,{provider_specific_path}/small/,POST,https://redmine.ogf.org/attachments/218/resource_profile_crtp-1.1_v2.pdf
OCCI,Compute Resource Templates Profile,{provider_specific_path}/small/,PUT,https://redmine.ogf.org/attachments/218/resource_profile_crtp-1.1_v2.pdf
OCCI,Compute Resource Templates Profile,{provider_specific_path}/small/,DELETE,https://redmine.ogf.org/attachments/218/resource_profile_crtp-1.1_v2.pdf
OCCI,Compute Resource Templates Profile,{provider_specific_path}/medium/,GET,https://redmine.ogf.org/attachments/218/resource_profile_crtp-1.1_v2.pdf
OCCI,Compute Resource Templates Profile,{provider_specific_path}/medium/,POST,https://redmine.ogf.org/attachments/218/resource_profile_crtp-1.1_v2.pdf
OCCI,Compute Resource Templates Profile,{provider_specific_path}/medium/,PUT,https://redmine.ogf.org/attachments/218/resource_profile_crtp-1.1_v2.pdf
OCCI,Compute Resource Templates Profile,{provider_specific_path}/medium/,DELETE,https://redmine.ogf.org/attachments/218/resource_profile_crtp-1.1_v2.pdf
OCCI,Compute Resource Templates Profile,{provider_specific_path}/large/,GET,https://redmine.ogf.org/attachments/218/resource_profile_crtp-1.1_v2.pdf
OCCI,Compute Resource Templates Profile,{provider_specific_path}/large/,POST,https://redmine.ogf.org/attachments/218/resource_profile_crtp-1.1_v2.pdf
OCCI,Compute Resource Templates Profile,{provider_specific_path}/large/,PUT,https://redmine.ogf.org/attachments/218/resource_profile_crtp-1.1_v2.pdf
OCCI,Compute Resource Templates Profile,{provider_specific_path}/large/,DELETE,https://redmine.ogf.org/attachments/218/resource_profile_crtp-1.1_v2.pdf
OCCI,Compute Resource Templates Profile,{provider_specific_path}/mem_small/,GET,https://redmine.ogf.org/attachments/218/resource_profile_crtp-1.1_v2.pdf
OCCI,Compute Resource Templates Profile,{provider_specific_path}/mem_small/,POST,https://redmine.ogf.org/attachments/218/resource_profile_crtp-1.1_v2.pdf
OCCI,Compute Resource Templates Profile,{provider_specific_path}/mem_small/,PUT,https://redmine.ogf.org/attachments/218/resource_profile_crtp-1.1_v2.pdf
OCCI,Compute Resource Templates Profile,{provider_specific_path}/mem_small/,DELETE,https://redmine.ogf.org/attachments/218/resource_profile_crtp-1.1_v2.pdf
OCCI,Compute Resource Templates Profile,{provider_specific_path}/mem_medium/,GET,https://redmine.ogf.org/attachments/218/resource_profile_crtp-1.1_v2.pdf
OCCI,Compute Resource Templates Profile,{provider_specific_path}/mem_medium/,POST,https://redmine.ogf.org/attachments/218/resource_profile_crtp-1.1_v2.pdf
OCCI,Compute Resource Templates Profile,{provider_specific_path}/mem_medium/,PUT,https://redmine.ogf.org/attachments/218/resource_profile_crtp-1.1_v2.pdf
OCCI,Compute Resource Templates Profile,{provider_specific_path}/mem_medium/,DELETE,https://redmine.ogf.org/attachments/218/resource_profile_crtp-1.1_v2.pdf
OCCI,Compute Resource Templates Profile,{provider_specific_path}/mem_large/,GET,https://redmine.ogf.org/attachments/218/resource_profile_crtp-1.1_v2.pdf
OCCI,Compute Resource Templates Profile,{provider_specific_path}/mem_large/,POST,https://redmine.ogf.org/attachments/218/resource_profile_crtp-1.1_v2.pdf
OCCI,Compute Resource Templates Profile,{provider_specific_path}/mem_large/,PUT,https://redmine.ogf.org/attachments/218/resource_profile_crtp-1.1_v2.pdf
OCCI,Compute Resource Templates Profile,{provider_specific_path}/mem_large/,DELETE,https://redmine.ogf.org/attachments/218/resource_profile_crtp-1.1_v2.pdf
