OCCI,Monitoring,{provider_specific_path}/sensor/,GET,https://raw.githubusercontent.com/occiware/occi-wg/monitoring/monitoring.tex
OCCI,Monitoring,{provider_specific_path}/sensor/,POST,https://raw.githubusercontent.com/occiware/occi-wg/monitoring/monitoring.tex
OCCI,Monitoring,{provider_specific_path}/sensor/,DELETE,https://raw.githubusercontent.com/occiware/occi-wg/monitoring/monitoring.tex
OCCI,Monitoring,{provider_specific_path}/sensor/{sensor_id},GET,https://raw.githubusercontent.com/occiware/occi-wg/monitoring/monitoring.tex
OCCI,Monitoring,{provider_specific_path}/sensor/{sensor_id},POST,https://raw.githubusercontent.com/occiware/occi-wg/monitoring/monitoring.tex
OCCI,Monitoring,{provider_specific_path}/sensor/{sensor_id},PUT,https://raw.githubusercontent.com/occiware/occi-wg/monitoring/monitoring.tex
OCCI,Monitoring,{provider_specific_path}/sensor/{sensor_id},DELETE,https://raw.githubusercontent.com/occiware/occi-wg/monitoring/monitoring.tex
OCCI,Monitoring,{provider_specific_path}/collector/,GET,https://raw.githubusercontent.com/occiware/occi-wg/monitoring/monitoring.tex
OCCI,Monitoring,{provider_specific_path}/collector/,POST,https://raw.githubusercontent.com/occiware/occi-wg/monitoring/monitoring.tex
OCCI,Monitoring,{provider_specific_path}/collector/,DELETE,https://raw.githubusercontent.com/occiware/occi-wg/monitoring/monitoring.tex
OCCI,Monitoring,{provider_specific_path}/collector/{collector_id},GET,https://raw.githubusercontent.com/occiware/occi-wg/monitoring/monitoring.tex
OCCI,Monitoring,{provider_specific_path}/collector/{collector_id},POST,https://raw.githubusercontent.com/occiware/occi-wg/monitoring/monitoring.tex
OCCI,Monitoring,{provider_specific_path}/collector/{collector_id},PUT,https://raw.githubusercontent.com/occiware/occi-wg/monitoring/monitoring.tex
OCCI,Monitoring,{provider_specific_path}/collector/{collector_id},DELETE,https://raw.githubusercontent.com/occiware/occi-wg/monitoring/monitoring.tex
OCCI,Monitoring,{provider_specific_path}/metric/,GET,https://raw.githubusercontent.com/occiware/occi-wg/monitoring/monitoring.tex
OCCI,Monitoring,{provider_specific_path}/metric/,POST,https://raw.githubusercontent.com/occiware/occi-wg/monitoring/monitoring.tex
OCCI,Monitoring,{provider_specific_path}/metric/,PUT,https://raw.githubusercontent.com/occiware/occi-wg/monitoring/monitoring.tex
OCCI,Monitoring,{provider_specific_path}/metric/,DELETE,https://raw.githubusercontent.com/occiware/occi-wg/monitoring/monitoring.tex
OCCI,Monitoring,{provider_specific_path}/aggregator/,GET,https://raw.githubusercontent.com/occiware/occi-wg/monitoring/monitoring.tex
OCCI,Monitoring,{provider_specific_path}/aggregator/,POST,https://raw.githubusercontent.com/occiware/occi-wg/monitoring/monitoring.tex
OCCI,Monitoring,{provider_specific_path}/aggregator/,PUT,https://raw.githubusercontent.com/occiware/occi-wg/monitoring/monitoring.tex
OCCI,Monitoring,{provider_specific_path}/aggregator/,DELETE,https://raw.githubusercontent.com/occiware/occi-wg/monitoring/monitoring.tex
OCCI,Monitoring,{provider_specific_path}/publisher/,GET,https://raw.githubusercontent.com/occiware/occi-wg/monitoring/monitoring.tex
OCCI,Monitoring,{provider_specific_path}/publisher/,POST,https://raw.githubusercontent.com/occiware/occi-wg/monitoring/monitoring.tex
OCCI,Monitoring,{provider_specific_path}/publisher/,PUT,https://raw.githubusercontent.com/occiware/occi-wg/monitoring/monitoring.tex
OCCI,Monitoring,{provider_specific_path}/publisher/,DELETE,https://raw.githubusercontent.com/occiware/occi-wg/monitoring/monitoring.tex
