OCCI,Infrastructure,RESOURCE,network,GET,{provider_specific_path}/network/,https://redmine.ogf.org/attachments/220/infrastructure.pdf
OCCI,Infrastructure,RESOURCE,network,POST,{provider_specific_path}/network/,https://redmine.ogf.org/attachments/220/infrastructure.pdf
OCCI,Infrastructure,RESOURCE,network,DELETE,{provider_specific_path}/network/,https://redmine.ogf.org/attachments/220/infrastructure.pdf
OCCI,Infrastructure,RESOURCE,network,POST,{provider_specific_path}/network/?action=up,https://redmine.ogf.org/attachments/220/infrastructure.pdf
OCCI,Infrastructure,ACTION,up,POST,{provider_specific_path}/network/?action=up,https://redmine.ogf.org/attachments/220/infrastructure.pdf
OCCI,Infrastructure,RESOURCE,network,POST,{provider_specific_path}/network/?action=down,https://redmine.ogf.org/attachments/220/infrastructure.pdf
OCCI,Infrastructure,ACTION,down,POST,{provider_specific_path}/network/?action=down,https://redmine.ogf.org/attachments/220/infrastructure.pdf
OCCI,Infrastructure,RESOURCE,network,GET,{provider_specific_path}/network/{network_id},https://redmine.ogf.org/attachments/220/infrastructure.pdf
OCCI,Infrastructure,RESOURCE,{network_id},GET,{provider_specific_path}/network/{network_id},https://redmine.ogf.org/attachments/220/infrastructure.pdf
OCCI,Infrastructure,RESOURCE,network,POST,{provider_specific_path}/network/{network_id},https://redmine.ogf.org/attachments/220/infrastructure.pdf
OCCI,Infrastructure,RESOURCE,{network_id},POST,{provider_specific_path}/network/{network_id},https://redmine.ogf.org/attachments/220/infrastructure.pdf
OCCI,Infrastructure,RESOURCE,network,PUT,{provider_specific_path}/network/{network_id},https://redmine.ogf.org/attachments/220/infrastructure.pdf
OCCI,Infrastructure,RESOURCE,{network_id},PUT,{provider_specific_path}/network/{network_id},https://redmine.ogf.org/attachments/220/infrastructure.pdf
OCCI,Infrastructure,RESOURCE,network,DELETE,{provider_specific_path}/network/{network_id},https://redmine.ogf.org/attachments/220/infrastructure.pdf
OCCI,Infrastructure,RESOURCE,{network_id},DELETE,{provider_specific_path}/network/{network_id},https://redmine.ogf.org/attachments/220/infrastructure.pdf
OCCI,Infrastructure,RESOURCE,network,POST,{provider_specific_path}/network/{network_id}?action=up,https://redmine.ogf.org/attachments/220/infrastructure.pdf
OCCI,Infrastructure,ACTION,up,POST,{provider_specific_path}/network/{network_id}?action=up,https://redmine.ogf.org/attachments/220/infrastructure.pdf
OCCI,Infrastructure,RESOURCE,network,POST,{provider_specific_path}/network/{network_id}?action=down,https://redmine.ogf.org/attachments/220/infrastructure.pdf
OCCI,Infrastructure,ACTION,down,POST,{provider_specific_path}/network/{network_id}?action=down,https://redmine.ogf.org/attachments/220/infrastructure.pdf
OCCI,Infrastructure,RESOURCE,compute,GET,{provider_specific_path}/compute/,https://redmine.ogf.org/attachments/220/infrastructure.pdf
OCCI,Infrastructure,RESOURCE,compute,POST,{provider_specific_path}/compute/,https://redmine.ogf.org/attachments/220/infrastructure.pdf
OCCI,Infrastructure,RESOURCE,compute,DELETE,{provider_specific_path}/compute/,https://redmine.ogf.org/attachments/220/infrastructure.pdf
OCCI,Infrastructure,RESOURCE,compute,POST,{provider_specific_path}/compute/?action=start,https://redmine.ogf.org/attachments/220/infrastructure.pdf
