OpenStack,dbaas,ACTION,deleteDatabase,DELETE,/v1.0/{accountId}/instances/{instanceId}/databases/{databaseName},http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json
OpenStack,dbaas,ACTION,deleteUser,DELETE,/v1.0/{accountId}/instances/{instanceId}/users/{name},http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json
OpenStack,dbaas,ACTION,deleteInstance,DELETE,/v1.0/{accountId}/instances/{instanceId},http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json
OpenStack,dbaas,ACTION,getInstanceById,GET,/v1.0/{accountId}/instances/{instanceId},http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json
OpenStack,dbaas,ACTION,getFlavors,GET,/v1.0/{accountId}/flavors,http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json
OpenStack,dbaas,ACTION,getFlavorById,GET,/v1.0/{accountId}/flavors/{flavorId},http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json
OpenStack,dbaas,ACTION,getVersions,GET,/,http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json
OpenStack,dbaas,ACTION,restartInstance,POST,/v1.0/{accountId}/instances/{instanceId}/action,http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json
OpenStack,dbaas,ACTION,createInstance,POST,/v1.0/{accountId}/instances,http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json
OpenStack,dbaas,ACTION,getInstance,GET,/v1.0/{accountId}/instances,http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json
OpenStack,dbaas,ACTION,createUser,POST,/v1.0/{accountId}/instances/{instanceId}/users,http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json
OpenStack,dbaas,ACTION,getUsers,GET,/v1.0/{accountId}/instances/{instanceId}/users,http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json
OpenStack,dbaas,ACTION,createRoot,POST,/v1.0/{accountId}/instances/{instanceId}/root,http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json
OpenStack,dbaas,ACTION,isRootEnabled,GET,/v1.0/{accountId}/instances/{instanceId}/root,http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json
OpenStack,dbaas,ACTION,createDatabase,POST,/v1.0/{accountId}/instances/{instanceId}/databases,http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json
OpenStack,dbaas,ACTION,getDatabases,GET,/v1.0/{accountId}/instances/{instanceId}/databases,http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json
OpenStack,dbaas,ACTION,getVersionInfo,GET,/v1.0,http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json
OpenStack,dbaas,ACTION,deleteDatabase,DELETE,/v1.0/{accountId}/instances/{instanceId}/databases/{databaseName},http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json
OpenStack,dbaas,ACTION,deleteUser,DELETE,/v1.0/{accountId}/instances/{instanceId}/users/{name},http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json
OpenStack,dbaas,ACTION,deleteInstance,DELETE,/v1.0/{accountId}/instances/{instanceId},http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json
OpenStack,dbaas,ACTION,getInstanceById,GET,/v1.0/{accountId}/instances/{instanceId},http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json
OpenStack,dbaas,ACTION,getFlavors,GET,/v1.0/{accountId}/flavors,http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json
OpenStack,dbaas,ACTION,getFlavorById,GET,/v1.0/{accountId}/flavors/{flavorId},http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json
OpenStack,dbaas,ACTION,getVersions,GET,/,http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json
OpenStack,dbaas,ACTION,restartInstance,POST,/v1.0/{accountId}/instances/{instanceId}/action,http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json
OpenStack,dbaas,ACTION,createInstance,POST,/v1.0/{accountId}/instances,http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json
OpenStack,dbaas,ACTION,getInstance,GET,/v1.0/{accountId}/instances,http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json
OpenStack,dbaas,ACTION,createUser,POST,/v1.0/{accountId}/instances/{instanceId}/users,http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json
OpenStack,dbaas,ACTION,getUsers,GET,/v1.0/{accountId}/instances/{instanceId}/users,http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json
OpenStack,dbaas,ACTION,createRoot,POST,/v1.0/{accountId}/instances/{instanceId}/root,http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json
OpenStack,dbaas,ACTION,isRootEnabled,GET,/v1.0/{accountId}/instances/{instanceId}/root,http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json
OpenStack,dbaas,ACTION,createDatabase,POST,/v1.0/{accountId}/instances/{instanceId}/databases,http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json
OpenStack,dbaas,ACTION,getDatabases,GET,/v1.0/{accountId}/instances/{instanceId}/databases,http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json
OpenStack,dbaas,ACTION,getVersionInfo,GET,/v1.0,http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json
OpenStack,dbaas,ACTION,deleteDatabase,DELETE,/v1.0/{accountId}/instances/{instanceId}/databases/{databaseName},http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json
OpenStack,dbaas,ACTION,deleteUser,DELETE,/v1.0/{accountId}/instances/{instanceId}/users/{name},http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json
OpenStack,dbaas,ACTION,deleteInstance,DELETE,/v1.0/{accountId}/instances/{instanceId},http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json
OpenStack,dbaas,ACTION,getInstanceById,GET,/v1.0/{accountId}/instances/{instanceId},http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json
OpenStack,dbaas,ACTION,getFlavors,GET,/v1.0/{accountId}/flavors,http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json
OpenStack,dbaas,ACTION,getFlavorById,GET,/v1.0/{accountId}/flavors/{flavorId},http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json
OpenStack,dbaas,ACTION,getVersions,GET,/,http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json
OpenStack,dbaas,ACTION,restartInstance,POST,/v1.0/{accountId}/instances/{instanceId}/action,http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json
OpenStack,dbaas,ACTION,createInstance,POST,/v1.0/{accountId}/instances,http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json
