"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=addNuageVspDevice&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/addNuageVspDevice.html","Adds a Nuage VSP device"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=addOpenDaylightController&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/addOpenDaylightController.html","Adds an OpenDyalight controler"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=addPaloAltoFirewall&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/addPaloAltoFirewall.html","Adds a Palo Alto firewall device"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=addRegion&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/addRegion.html","Adds a Region"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=addResourceDetail&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/addResourceDetail.html","Adds detail for the Resource."
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=addSecondaryStorage&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/addSecondaryStorage.html","Adds secondary storage."
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=addSrxFirewall&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/addSrxFirewall.html","Adds a SRX firewall device"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=addStratosphereSsp&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/addStratosphereSsp.html","Adds stratosphere ssp server"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=addSwift&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/addSwift.html","Adds Swift."
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=addTrafficMonitor&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/addTrafficMonitor.html","Adds Traffic Monitor Host for Direct Network Usage"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=addTrafficType&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/addTrafficType.html","Adds traffic type to a physical network"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=addUcsManager&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/addUcsManager.html","Adds a Ucs manager"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=addVmwareDc&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/addVmwareDc.html","Adds a VMware datacenter to specified zone"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=addVpnUser&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/addVpnUser.html","Adds vpn users"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=archiveAlerts&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/archiveAlerts.html","Archive one or more alerts."
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=archiveEvents&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/archiveEvents.html","Archive one or more events."
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=assignCertToLoadBalancer&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/assignCertToLoadBalancer.html","Assigns a certificate to a load balancer rule"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=assignToGlobalLoadBalancerRule&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/assignToGlobalLoadBalancerRule.html","Assign load balancer rule or list of load balancer rules to a global load balancer rules."
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=assignToLoadBalancerRule&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/assignToLoadBalancerRule.html","Assigns virtual machine or a list of virtual machines to a load balancer rule."
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=assignVirtualMachine&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/assignVirtualMachine.html","Change ownership of a VM from one account to another. This API is available for Basic zones with security groups and Advanced zones with guest networks. A root administrator can reassign a VM from any account to any other account in any domain. A domain administrator can reassign a VM to any account in the same domain."
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=associateIpAddress&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/associateIpAddress.html","Acquires and associates a public IP to an account."
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=associateLun&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/associateLun.html","Associate a LUN with a guest IQN"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=associateUcsProfileToBlade&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/associateUcsProfileToBlade.html","associate a profile to a blade"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=attachIso&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/attachIso.html","Attaches an ISO to a virtual machine."
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=attachVolume&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/attachVolume.html","Attaches a disk volume to a virtual machine."
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=authorizeSamlSso&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/authorizeSamlSso.html","Allow or disallow a user to use SAML SSO"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=authorizeSecurityGroupEgress&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/authorizeSecurityGroupEgress.html","Authorizes a particular egress rule for this security group"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=authorizeSecurityGroupIngress&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/authorizeSecurityGroupIngress.html","Authorizes a particular ingress rule for this security group"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=cancelHostMaintenance&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/cancelHostMaintenance.html","Cancels host maintenance."
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=cancelStorageMaintenance&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/cancelStorageMaintenance.html","Cancels maintenance for primary storage"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=changeOutOfBandManagementPassword&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/changeOutOfBandManagementPassword.html","Changes out-of-band management interface password on the host and updates the interface configuration in CloudStack if the operation succeeds, else reverts the old password"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=changeServiceForRouter&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/changeServiceForRouter.html","Upgrades domain router to a new service offering"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=changeServiceForSystemVm&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/changeServiceForSystemVm.html","Changes the service offering for a system vm (console proxy or secondary storage). The system vm must be in a "Stopped" state for this command to take effect."
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=changeServiceForVirtualMachine&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/changeServiceForVirtualMachine.html","Changes the service offering for a virtual machine. The virtual machine must be in a "Stopped" state for this command to take effect."
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=cleanVMReservations&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/cleanVMReservations.html","Cleanups VM reservations in the database."
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=configureF5LoadBalancer&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/configureF5LoadBalancer.html","configures a F5 load balancer device"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=configureInternalLoadBalancerElement&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/configureInternalLoadBalancerElement.html","Configures an Internal Load Balancer element."
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=configureNetscalerLoadBalancer&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/configureNetscalerLoadBalancer.html","configures a netscaler load balancer device"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=configureOutOfBandManagement&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/configureOutOfBandManagement.html","Configures a host's out-of-band management interface"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=configureOvsElement&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/configureOvsElement.html","Configures an ovs element."
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=configurePaloAltoFirewall&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/configurePaloAltoFirewall.html","Configures a Palo Alto firewall device"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=configureSrxFirewall&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/configureSrxFirewall.html","Configures a SRX firewall device"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=configureVirtualRouterElement&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/configureVirtualRouterElement.html","Configures a virtual router element."
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=copyIso&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/copyIso.html","Copies an iso from one zone to another."
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=copyTemplate&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/copyTemplate.html","Copies a template from one zone to another."
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=createAccount&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/createAccount.html","Creates an account"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=createAffinityGroup&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/createAffinityGroup.html","Creates an affinity/anti-affinity group"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=createAutoScalePolicy&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/createAutoScalePolicy.html","Creates an autoscale policy for a provision or deprovision action, the action is taken when the all the conditions evaluates to true for the specified duration. The policy is in effect once it is attached to a autscale vm group."
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=createAutoScaleVmGroup&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/createAutoScaleVmGroup.html","Creates and automatically starts a virtual machine based on a service offering, disk offering, and template."
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=createAutoScaleVmProfile&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/createAutoScaleVmProfile.html","Creates a profile that contains information about the virtual machine which will be provisioned automatically by autoscale feature."
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=createCondition&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/createCondition.html","Creates a condition"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=createCounter&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/createCounter.html","Adds metric counter"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=createDiskOffering&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/createDiskOffering.html","Creates a disk offering."
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=createDomain&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/createDomain.html","Creates a domain"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=createEgressFirewallRule&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/createEgressFirewallRule.html","Creates a egress firewall rule for a given network "
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=createFirewallRule&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/createFirewallRule.html","Creates a firewall rule for a given IP address"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=createGlobalLoadBalancerRule&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/createGlobalLoadBalancerRule.html","Creates a global load balancer rule"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=createInstanceGroup&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/createInstanceGroup.html","Creates a vm group"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=createInternalLoadBalancerElement&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/createInternalLoadBalancerElement.html","Create an Internal Load Balancer element."
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=createIpForwardingRule&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/createIpForwardingRule.html","Creates an IP forwarding rule"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=createLBHealthCheckPolicy&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/createLBHealthCheckPolicy.html","Creates a load balancer health check policy"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=createLBStickinessPolicy&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/createLBStickinessPolicy.html","Creates a load balancer stickiness policy "
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=createLoadBalancer&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/createLoadBalancer.html","Creates a load balancer"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=createLoadBalancerRule&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/createLoadBalancerRule.html","Creates a load balancer rule"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=createLunOnFiler&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/createLunOnFiler.html","Create a LUN from a pool"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=createNetwork&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/createNetwork.html","Creates a network"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=createNetworkACL&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/createNetworkACL.html","Creates a ACL rule in the given network (the network has to belong to VPC)"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=createNetworkACLList&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/createNetworkACLList.html","Creates a network ACL for the given VPC"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=createNetworkOffering&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/createNetworkOffering.html","Creates a network offering."
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=createPhysicalNetwork&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/createPhysicalNetwork.html","Creates a physical network"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=createPod&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/createPod.html","Creates a new Pod."
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=createPool&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/createPool.html","Create a pool"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=createPortForwardingRule&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/createPortForwardingRule.html","Creates a port forwarding rule"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=createPortableIpRange&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/createPortableIpRange.html","adds a range of portable public IP's to a region"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=createPrivateGateway&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/createPrivateGateway.html","Creates a private gateway"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=createProject&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/createProject.html","Creates a project"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=createRemoteAccessVpn&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/createRemoteAccessVpn.html","Creates a l2tp/ipsec remote access vpn"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=createRole&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/createRole.html","Creates a role"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=createRolePermission&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/createRolePermission.html","Adds a API permission to a role"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=createSSHKeyPair&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/createSSHKeyPair.html","Create a new keypair and returns the private key"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=createSecondaryStagingStore&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/createSecondaryStagingStore.html","create secondary staging store."
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=createSecurityGroup&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/createSecurityGroup.html","Creates a security group"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=createServiceInstance&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/createServiceInstance.html","Creates a system virtual-machine that implements network services"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=createServiceOffering&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/createServiceOffering.html","Creates a service offering."
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=createSnapshot&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/createSnapshot.html","Creates an instant snapshot of a volume."
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=createSnapshotPolicy&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/createSnapshotPolicy.html","Creates a snapshot policy for the account."
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=createStaticRoute&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/createStaticRoute.html","Creates a static route"
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=createStorageNetworkIpRange&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/createStorageNetworkIpRange.html","Creates a Storage network IP range."
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=createStoragePool&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/createStoragePool.html","Creates a storage pool."
"Apache CloudStack","API 4.9","https://cloudstack.provider.com:[port]/client/api?command=createTags&amp;[parameters of this command]","POST","http://cloudstack.apache.org/api/apidocs-4.9/apis/createTags.html","Creates resource tag(s)"
